T_ms,phase,x,y,theta_deg,speed,adv_v,turn_v,dist_wp,counter,wps_left
129559,cruise,28.31,57.11,177.94,0.86,1.94,1.53,29.18,0,2
129611,cruise,28.26,57.11,178.02,0.76,1.94,1.53,29.15,0,2
129663,cruise,28.23,57.11,178.10,0.52,1.95,1.53,29.11,0,2
129717,cruise,28.20,57.12,178.18,0.66,1.96,1.52,29.08,0,2
129769,cruise,28.17,57.12,178.26,0.55,1.96,1.52,29.05,0,2
129821,cruise,28.14,57.12,178.35,0.38,1.98,1.51,29.03,0,2
129874,cruise,28.12,57.12,178.43,0.61,1.99,1.50,29.00,0,2
129927,cruise,28.09,57.12,178.51,0.37,2.00,1.50,28.98,0,2
129980,cruise,28.07,57.12,178.59,0.44,2.02,1.49,28.96,0,2
130033,cruise,28.05,57.12,178.67,0.48,2.03,1.48,28.94,0,2
130086,cruise,28.03,57.12,178.75,0.32,2.05,1.48,28.92,0,2
130138,cruise,28.01,57.12,178.83,0.34,2.07,1.47,28.90,0,2
130191,cruise,27.99,57.12,178.91,0.50,2.08,1.46,28.88,0,2
130244,cruise,27.96,57.12,178.99,0.58,2.09,1.45,28.85,0,2
130296,cruise,27.92,57.12,179.07,0.71,2.10,1.45,28.82,0,2
130349,cruise,27.89,57.12,179.15,0.70,2.10,1.45,28.78,0,2
130402,cruise,27.85,57.12,179.22,0.62,2.11,1.44,28.75,0,2
130455,cruise,27.82,57.12,179.30,0.78,2.12,1.44,28.72,0,2
130508,cruise,27.77,57.12,179.38,0.91,2.12,1.44,28.67,0,2
130560,cruise,27.72,57.12,179.46,1.19,2.11,1.44,28.62,0,2
130613,cruise,27.65,57.13,179.54,1.19,2.10,1.45,28.56,0,2
130665,cruise,27.59,57.13,179.61,1.19,2.09,1.46,28.50,0,2
130718,cruise,27.52,57.13,179.69,1.59,2.07,1.46,28.43,0,2
130771,cruise,27.44,57.13,179.77,1.41,2.05,1.48,28.35,0,2
130823,cruise,27.37,57.13,179.85,1.44,2.03,1.48,28.28,0,2
130876,cruise,27.29,57.13,179.93,1.63,2.01,1.50,28.20,0,2
130929,cruise,27.19,57.13,-179.99,1.81,1.97,1.51,28.11,0,2
130982,cruise,27.09,57.13,-179.90,2.10,1.93,1.54,28.01,0,2
131035,cruise,26.98,57.13,-179.82,1.97,1.88,1.56,27.90,0,2
131087,cruise,26.88,57.13,-179.74,2.02,1.84,1.58,27.81,0,2
131140,cruise,26.75,57.13,-179.65,2.61,1.78,1.61,27.68,0,2
131193,cruise,26.61,57.12,-179.57,2.63,1.95,1.22,27.55,0,2
131246,cruise,26.48,57.12,-179.51,2.37,2.16,1.24,27.42,0,2
131298,cruise,26.35,57.12,-179.44,2.69,2.37,1.27,27.30,0,2
131351,cruise,26.19,57.12,-179.37,3.45,2.41,1.30,27.14,0,2
131404,cruise,25.98,57.12,-179.30,4.22,2.32,1.34,26.94,0,2
131457,cruise,25.75,57.12,-179.22,4.52,2.20,1.40,26.71,0,2
131510,cruise,25.50,57.11,-179.14,4.54,2.08,1.46,26.47,0,2
131569,cruise,25.26,57.11,-179.06,3.87,1.95,1.53,26.24,0,2
131670,cruise,24.85,57.10,-178.89,4.53,1.70,1.65,25.84,0,2
131724,cruise,24.59,57.10,-178.80,4.41,1.67,1.31,25.60,0,2
131776,cruise,24.39,57.09,-178.73,3.27,1.88,1.36,25.40,0,2
131829,cruise,24.23,57.09,-178.66,3.02,2.09,1.39,25.25,0,2
131882,cruise,24.04,57.08,-178.58,4.13,2.14,1.43,25.06,0,2
131934,cruise,23.84,57.08,-178.50,3.49,2.04,1.48,24.87,0,2
131988,cruise,23.67,57.07,-178.42,2.88,1.96,1.52,24.71,0,2
132040,cruise,23.53,57.07,-178.34,2.59,1.89,1.55,24.57,0,2
132093,cruise,23.39,57.07,-178.25,2.58,1.83,1.59,24.44,0,2
132146,cruise,23.26,57.06,-178.17,2.58,1.76,1.62,24.31,0,2
132198,cruise,23.14,57.06,-178.08,2.03,1.70,1.65,24.19,0,2
132251,cruise,23.04,57.05,-177.99,1.77,1.66,1.67,24.09,0,2
132303,cruise,22.94,57.05,-177.90,1.90,1.62,1.69,24.00,0,2
132357,cruise,22.84,57.05,-177.81,1.73,1.57,1.71,23.90,0,2
132410,cruise,22.76,57.04,-177.72,1.38,1.54,1.73,23.82,0,2
132462,cruise,22.69,57.04,-177.62,1.22,1.53,1.74,23.76,0,2
132516,cruise,22.62,57.04,-177.54,1.22,1.69,1.35,23.69,0,2
132568,cruise,22.57,57.04,-177.46,0.77,1.90,1.35,23.65,0,2
132621,cruise,22.54,57.03,-177.39,0.69,2.11,1.35,23.61,0,2
132674,cruise,22.50,57.03,-177.32,0.83,2.30,1.35,23.57,0,2
132727,cruise,22.45,57.03,-177.24,0.84,2.30,1.35,23.53,0,2
132780,cruise,22.41,57.03,-177.17,0.89,2.31,1.35,23.48,0,2
132832,cruise,22.36,57.03,-177.10,0.94,2.30,1.35,23.44,0,2
132885,cruise,22.31,57.02,-177.02,1.10,2.30,1.35,23.38,0,2
132937,cruise,22.25,57.02,-176.95,1.15,2.29,1.35,23.33,0,2
132990,cruise,22.18,57.02,-176.87,1.27,2.28,1.36,23.27,0,2
133044,cruise,22.11,57.01,-176.80,1.55,2.27,1.37,23.19,0,2
133097,cruise,22.02,57.01,-176.72,1.80,2.24,1.38,23.11,0,2
133149,cruise,21.92,57.00,-176.65,1.87,2.21,1.39,23.01,0,2
133202,cruise,21.82,57.00,-176.57,2.07,2.18,1.41,22.91,0,2
133255,cruise,21.71,56.99,-176.50,1.96,2.14,1.43,22.81,0,2
133308,cruise,21.61,56.98,-176.42,2.09,2.10,1.45,22.71,0,2
133361,cruise,21.50,56.98,-176.34,2.09,2.06,1.47,22.60,0,2
133413,cruise,21.40,56.97,-176.26,1.93,2.02,1.49,22.50,0,2
133471,cruise,21.28,56.96,-176.17,2.04,1.97,1.51,22.39,0,2
133526,cruise,21.17,56.95,-176.08,1.93,1.93,1.54,22.28,0,2
133578,cruise,21.07,56.95,-176.00,1.71,1.89,1.55,22.19,0,2
133631,cruise,20.98,56.94,-175.92,1.60,1.86,1.57,22.10,0,2
133687,cruise,20.90,56.93,-175.83,1.26,1.83,1.58,22.02,0,2
133740,cruise,20.84,56.93,-175.74,1.04,1.82,1.59,21.96,0,2
133793,cruise,20.79,56.93,-175.65,0.82,1.82,1.59,21.92,0,2
133846,cruise,20.75,56.92,-175.57,0.69,1.82,1.59,21.88,0,2
133902,cruise,20.72,56.92,-175.48,0.35,1.86,1.45,21.85,0,2
133955,cruise,20.71,56.92,-175.40,0.19,2.07,1.24,21.83,0,2
134010,cruise,20.70,56.92,-175.34,0.03,2.28,1.23,21.83,0,2
134064,cruise,20.69,56.92,-175.26,0.30,2.51,1.22,21.82,0,2
134117,cruise,20.67,56.92,-175.20,0.44,2.57,1.21,21.80,0,2
134173,cruise,20.64,56.91,-175.13,0.75,2.58,1.21,21.77,0,2
134229,cruise,20.60,56.91,-175.06,0.81,2.58,1.21,21.72,0,2
134282,cruise,20.55,56.91,-174.99,0.90,2.59,1.21,21.68,0,2
134335,cruise,20.50,56.90,-174.92,1.07,2.58,1.21,21.63,0,2
134388,cruise,20.43,56.90,-174.85,1.45,2.57,1.21,21.57,0,2
134444,cruise,20.35,56.89,-174.78,1.63,2.55,1.22,21.48,0,2
134498,cruise,20.25,56.88,-174.71,2.02,2.53,1.24,21.39,0,2
134551,cruise,20.14,56.87,-174.65,2.37,2.49,1.25,21.28,0,2
134604,cruise,20.00,56.86,-174.58,2.95,2.44,1.28,21.14,0,2
134658,cruise,19.84,56.84,-174.50,2.90,2.38,1.31,20.98,0,2
134711,cruise,19.67,56.82,-174.43,3.39,2.30,1.35,20.82,0,2
134763,cruise,19.49,56.81,-174.36,3.61,2.22,1.39,20.64,0,2
134817,cruise,19.30,56.79,-174.28,3.58,2.12,1.44,20.46,0,2
134872,cruise,19.08,56.77,-174.20,4.24,2.00,1.50,20.24,0,2
134925,cruise,18.86,56.74,-174.11,4.11,1.87,1.56,20.03,0,2
134979,cruise,18.64,56.72,-174.04,3.83,2.09,1.32,19.82,0,2
135031,cruise,18.46,56.70,-173.97,3.37,2.29,1.35,19.63,0,2
135084,cruise,18.27,56.68,-173.89,3.78,2.21,1.40,19.45,0,2
135137,cruise,18.06,56.66,-173.81,4.03,2.11,1.45,19.25,0,2
135190,cruise,17.85,56.64,-173.73,3.74,2.00,1.50,19.05,0,2
135242,cruise,17.67,56.62,-173.65,3.47,1.90,1.55,18.87,0,2
135295,cruise,17.50,56.60,-173.57,3.27,1.81,1.59,18.70,0,2
135348,cruise,17.32,56.58,-173.48,3.42,1.71,1.65,18.53,0,2
135400,cruise,17.13,56.55,-173.39,3.52,1.59,1.70,18.35,0,2
135453,cruise,16.95,56.53,-173.30,3.32,1.60,1.47,18.17,0,2
135506,cruise,16.80,56.52,-173.22,2.51,1.81,1.50,18.02,0,2
135559,cruise,16.68,56.50,-173.14,2.29,1.96,1.52,17.90,0,2
135612,cruise,16.55,56.48,-173.05,2.60,1.90,1.55,17.77,0,2
135665,cruise,16.41,56.47,-172.97,2.62,1.84,1.58,17.64,0,2
135718,cruise,16.28,56.45,-172.88,2.25,1.78,1.61,17.52,0,2
135771,cruise,16.18,56.44,-172.80,1.98,1.74,1.63,17.41,0,2
135823,cruise,16.07,56.43,-172.71,1.94,1.69,1.65,17.31,0,2
135876,cruise,15.98,56.41,-172.62,1.50,1.66,1.67,17.22,0,2
135929,cruise,15.91,56.40,-172.53,1.20,1.64,1.68,17.15,0,2
135982,cruise,15.85,56.40,-172.44,1.02,1.63,1.69,17.09,0,2
136035,cruise,15.80,56.39,-172.35,0.92,1.62,1.69,17.05,0,2
136088,cruise,15.76,56.38,-172.25,0.70,1.63,1.69,17.00,0,2
136140,cruise,15.73,56.38,-172.16,0.64,1.64,1.68,16.97,0,2
136193,cruise,15.69,56.38,-172.07,0.58,1.65,1.68,16.94,0,2
136246,cruise,15.66,56.37,-171.98,0.57,1.66,1.67,16.91,0,2
136299,cruise,15.63,56.37,-171.89,0.52,1.67,1.67,16.88,0,2
136351,cruise,15.61,56.36,-171.80,0.48,1.69,1.66,16.86,0,2
136405,cruise,15.58,56.36,-171.71,0.61,1.70,1.65,16.83,0,2
136457,cruise,15.55,56.35,-171.63,0.56,1.71,1.65,16.80,0,2
136510,cruise,15.52,56.35,-171.54,0.55,1.72,1.64,16.77,0,2
136563,cruise,15.49,56.35,-171.45,0.66,1.73,1.63,16.74,0,2
136616,cruise,15.45,56.34,-171.36,0.65,1.74,1.63,16.70,0,2
136668,cruise,15.42,56.33,-171.27,0.77,1.75,1.63,16.67,0,2
136721,cruise,15.38,56.33,-171.18,0.83,1.75,1.62,16.63,0,2
136774,cruise,15.33,56.32,-171.10,0.93,1.75,1.63,16.58,0,2
136827,cruise,15.28,56.31,-171.01,0.99,1.75,1.63,16.53,0,2
136880,cruise,15.22,56.30,-170.93,1.15,1.89,1.40,16.48,0,2
136932,cruise,15.16,56.29,-170.85,1.29,2.10,1.40,16.42,0,2
136986,cruise,15.09,56.28,-170.77,1.54,2.17,1.41,16.34,0,2
137039,cruise,14.99,56.27,-170.70,2.04,2.14,1.43,16.25,0,2
137092,cruise,14.87,56.25,-170.62,2.34,2.10,1.45,16.13,0,2
137145,cruise,14.74,56.23,-170.54,2.67,2.04,1.48,16.00,0,2
137197,cruise,14.60,56.20,-170.46,3.03,1.98,1.51,15.86,0,2
137250,cruise,14.42,56.17,-170.37,3.46,1.89,1.56,15.69,0,2
137303,cruise,14.24,56.14,-170.29,3.58,1.79,1.61,15.51,0,2
137355,cruise,14.05,56.11,-170.20,3.70,1.67,1.66,15.32,0,2
137408,cruise,13.87,56.08,-170.11,3.32,1.57,1.72,15.14,0,2
137461,cruise,13.69,56.05,-170.02,3.63,1.45,1.77,14.97,0,2
137514,cruise,13.51,56.01,-169.92,3.34,1.52,1.62,14.79,0,2
137567,cruise,13.34,55.98,-169.83,3.10,1.68,1.66,14.62,0,2
137620,cruise,13.18,55.95,-169.74,3.16,1.60,1.70,14.46,0,2
137673,cruise,13.01,55.92,-169.65,3.33,1.50,1.75,14.29,0,2
137725,cruise,12.84,55.89,-169.56,3.22,1.40,1.80,14.12,0,2
137778,cruise,12.68,55.86,-169.46,2.95,1.30,1.85,13.97,0,2
137831,cruise,12.53,55.84,-169.36,2.71,1.21,1.89,13.83,0,2
137883,cruise,12.39,55.81,-169.26,2.77,1.13,1.94,13.69,0,2
137937,cruise,12.26,55.78,-169.15,2.29,1.04,1.98,13.56,0,2
137990,cruise,12.15,55.76,-169.04,2.16,1.00,2.01,13.45,0,2
138043,cruise,12.05,55.74,-168.94,1.89,1.00,2.04,13.34,0,2
138096,cruise,11.95,55.72,-168.83,1.75,1.18,1.86,13.25,0,2
138149,cruise,11.87,55.71,-168.73,1.36,1.24,1.88,13.17,0,2
138201,cruise,11.79,55.69,-168.63,1.78,1.22,1.89,13.10,0,2
138254,cruise,11.70,55.67,-168.53,1.89,1.17,1.91,13.00,0,2
138307,cruise,11.61,55.65,-168.43,1.59,1.13,1.93,12.91,0,2
138359,cruise,11.53,55.64,-168.32,1.53,1.10,1.95,12.84,0,2
138412,cruise,11.45,55.62,-168.22,1.66,1.07,1.96,12.76,0,2
138465,cruise,11.36,55.60,-168.11,1.81,1.03,1.99,12.66,0,2
138519,cruise,11.27,55.58,-168.01,1.43,1.00,2.00,12.58,0,2
138572,cruise,11.21,55.57,-167.90,0.98,1.00,2.01,12.52,0,2
138625,cruise,11.17,55.56,-167.79,0.76,1.00,2.01,12.47,0,2
138677,cruise,11.13,55.55,-167.68,0.73,1.00,2.01,12.44,0,2
138730,cruise,11.10,55.55,-167.58,0.47,1.00,2.00,12.40,0,2
138782,cruise,11.08,55.54,-167.47,0.33,1.01,1.99,12.39,0,2
138835,cruise,11.06,55.54,-167.36,0.31,1.04,1.98,12.37,0,2
138888,cruise,11.05,55.54,-167.26,0.22,1.07,1.97,12.36,0,2
138940,cruise,11.03,55.53,-167.16,0.24,1.10,1.95,12.34,0,2
138994,cruise,11.02,55.53,-167.05,0.29,1.13,1.94,12.33,0,2
139047,cruise,11.00,55.53,-166.95,0.37,1.15,1.92,12.31,0,2
139099,cruise,10.98,55.52,-166.84,0.51,1.17,1.91,12.29,0,2
139152,cruise,10.95,55.51,-166.74,0.71,1.18,1.91,12.26,0,2
139205,cruise,10.91,55.50,-166.64,0.78,1.19,1.91,12.22,0,2
139257,cruise,10.87,55.49,-166.54,0.83,1.19,1.90,12.18,0,2
139310,cruise,10.83,55.48,-166.44,0.82,1.19,1.90,12.14,0,2
139363,cruise,10.79,55.47,-166.33,0.63,1.20,1.90,12.10,0,2
139415,cruise,10.76,55.47,-166.23,0.53,1.21,1.89,12.07,0,2
139468,cruise,10.74,55.46,-166.13,0.57,1.23,1.89,12.05,0,2
139521,cruise,10.71,55.45,-166.03,0.38,1.24,1.88,12.02,0,2
139574,cruise,10.69,55.45,-165.93,0.33,1.27,1.87,12.00,0,2
139626,cruise,10.67,55.45,-165.83,0.37,1.29,1.85,11.98,0,2
139685,cruise,10.66,55.44,-165.72,0.26,1.32,1.84,11.96,0,2
139787,cruise,10.63,55.43,-165.53,0.40,1.38,1.81,11.94,0,2
139845,cruise,10.60,55.43,-165.43,0.43,1.40,1.80,11.91,0,2
139902,cruise,10.58,55.42,-165.32,0.33,1.42,1.79,11.89,0,2
139954,cruise,10.57,55.42,-165.22,0.46,1.44,1.78,11.87,0,2
140012,cruise,10.54,55.41,-165.12,0.33,1.56,1.68,11.85,0,2
140065,cruise,10.53,55.41,-165.03,0.20,1.67,1.66,11.84,0,2
140119,cruise,10.51,55.40,-164.94,0.55,1.69,1.66,11.82,0,2
140172,cruise,10.47,55.39,-164.85,0.76,1.69,1.65,11.78,0,2
140227,cruise,10.44,55.38,-164.76,0.50,1.70,1.65,11.75,0,2
140281,cruise,10.41,55.38,-164.66,0.61,1.72,1.64,11.72,0,2
140334,cruise,10.38,55.37,-164.58,0.75,1.72,1.64,11.68,0,2
140387,cruise,10.34,55.36,-164.49,0.81,1.73,1.64,11.64,0,2
140443,cruise,10.29,55.34,-164.39,1.02,1.73,1.64,11.59,0,2
140499,cruise,10.23,55.32,-164.30,1.20,1.71,1.64,11.53,0,2
140552,cruise,10.16,55.31,-164.21,1.34,1.70,1.65,11.47,0,2
140606,cruise,10.09,55.29,-164.12,1.56,1.68,1.66,11.39,0,2
140660,cruise,10.00,55.26,-164.03,1.78,1.64,1.68,11.30,0,2
140714,cruise,9.90,55.23,-163.93,1.90,1.60,1.70,11.20,0,2
140767,cruise,9.80,55.20,-163.84,2.29,1.55,1.72,11.09,0,2
140821,cruise,9.68,55.17,-163.74,2.54,1.49,1.76,10.97,0,2
140874,cruise,9.54,55.13,-163.65,2.70,1.41,1.80,10.83,0,2
140928,cruise,9.40,55.08,-163.55,2.86,1.32,1.84,10.68,0,2
140982,cruise,9.24,55.04,-163.45,2.95,1.21,1.89,10.53,0,2
141035,cruise,9.10,55.00,-163.34,2.70,1.19,1.90,10.38,0,2
141088,cruise,8.96,54.95,-163.24,2.93,1.11,1.95,10.24,0,2
141142,cruise,8.80,54.91,-163.13,3.04,1.00,2.00,10.08,0,2
141195,cruise,8.67,54.87,-163.02,2.28,1.00,2.04,9.94,0,2
141249,cruise,8.55,54.83,-162.91,2.10,1.00,2.07,9.82,0,2
141302,cruise,8.45,54.80,-162.80,2.25,1.00,2.11,9.71,0,2
141356,cruise,8.34,54.77,-162.69,1.83,1.00,2.14,9.61,0,2
141408,cruise,8.27,54.74,-162.57,1.13,1.00,2.15,9.53,0,2
141464,cruise,8.22,54.73,-162.45,0.87,1.00,2.16,9.48,0,2
141518,cruise,8.18,54.72,-162.33,0.60,1.00,2.15,9.44,0,2
141571,cruise,8.15,54.71,-162.22,0.55,1.00,2.15,9.41,0,2
141623,cruise,8.14,54.70,-162.10,0.14,1.00,2.13,9.40,0,2
141676,cruise,8.14,54.70,-161.99,-0.17,1.00,2.11,9.40,0,2
141729,cruise,8.15,54.71,-161.88,-0.18,1.00,2.08,9.41,0,2
141782,cruise,8.15,54.71,-161.77,0.02,1.00,2.06,9.41,0,2
141835,cruise,8.15,54.71,-161.66,-0.10,1.00,2.03,9.42,0,2
141887,cruise,8.16,54.71,-161.55,-0.07,1.00,2.01,9.42,0,2
141941,cruise,8.16,54.71,-161.44,0.23,1.02,1.99,9.42,0,2
141994,cruise,8.14,54.70,-161.34,0.21,1.05,1.97,9.40,0,2
142047,cruise,8.13,54.70,-161.23,0.32,1.08,1.96,9.39,0,2
142100,cruise,8.11,54.69,-161.13,0.46,1.11,1.95,9.37,0,2
142152,cruise,8.09,54.68,-161.02,0.54,1.13,1.94,9.35,0,2
142205,cruise,8.05,54.67,-160.92,0.88,1.13,1.93,9.31,0,2
142258,cruise,8.00,54.65,-160.81,1.02,1.13,1.94,9.26,0,2
142311,cruise,7.95,54.64,-160.71,0.95,1.12,1.94,9.21,0,2
142364,cruise,7.91,54.62,-160.60,1.06,1.01,1.99,9.16,0,2
142416,cruise,7.85,54.60,-160.50,1.28,1.00,2.00,9.10,0,2
142469,cruise,7.78,54.58,-160.39,1.24,1.00,2.01,9.03,0,2
142522,cruise,7.73,54.56,-160.28,1.13,1.00,2.02,8.97,0,2
142575,cruise,7.67,54.53,-160.17,1.39,1.00,2.03,8.91,0,2
142628,cruise,7.59,54.51,-160.07,1.35,1.00,2.04,8.83,0,2
142681,cruise,7.53,54.48,-159.96,1.33,1.00,2.05,8.76,0,2
142734,cruise,7.45,54.46,-159.85,1.56,1.00,2.07,8.68,0,2
142787,cruise,7.38,54.43,-159.74,1.54,1.00,2.09,8.61,0,2
142840,cruise,7.30,54.40,-159.62,1.56,1.00,2.10,8.53,0,2
142893,cruise,7.22,54.37,-159.51,1.77,1.00,2.12,8.44,0,2
142945,cruise,7.14,54.34,-159.40,1.68,1.00,2.15,8.35,0,2
142999,cruise,7.05,54.31,-159.28,1.63,1.00,2.17,8.27,0,2
143051,cruise,6.97,54.28,-159.16,1.78,1.00,2.19,8.18,0,2
143105,cruise,6.88,54.24,-159.05,1.92,1.00,2.22,8.08,0,2
143157,cruise,6.79,54.21,-158.93,1.72,1.00,2.36,7.99,0,2
143210,cruise,6.70,54.17,-158.80,1.82,1.00,2.38,7.90,0,2
143263,cruise,6.61,54.14,-158.68,1.85,1.00,2.41,7.80,0,2
143315,cruise,6.52,54.10,-158.55,1.78,1.00,2.44,7.71,0,2
143368,cruise,6.44,54.07,-158.42,1.66,1.00,2.46,7.62,0,2
143421,cruise,6.37,54.04,-158.29,1.51,1.00,2.48,7.54,0,2
143474,cruise,6.29,54.01,-158.16,1.64,1.00,2.50,7.46,0,2
143527,cruise,6.21,53.98,-158.02,1.65,1.00,2.52,7.38,0,2
143580,cruise,6.13,53.95,-157.89,1.67,1.00,2.55,7.29,0,2
143633,cruise,6.05,53.91,-157.75,1.71,1.00,2.58,7.20,0,2
143686,cruise,5.96,53.88,-157.62,1.67,1.00,2.60,7.12,0,2
143739,cruise,5.88,53.85,-157.48,1.68,1.00,2.63,7.03,0,2
143791,cruise,5.81,53.81,-157.34,1.57,1.00,2.66,6.95,0,2
143844,cruise,5.73,53.78,-157.20,1.50,1.00,2.68,6.87,0,2
143897,cruise,5.66,53.75,-157.05,1.44,1.00,2.83,6.79,0,2
143950,cruise,5.59,53.72,-156.90,1.33,1.00,2.85,6.72,0,2
144003,cruise,5.54,53.70,-156.75,1.04,1.00,2.86,6.66,0,2
144055,cruise,5.49,53.68,-156.60,0.89,1.00,2.86,6.61,0,2
144109,cruise,5.45,53.66,-156.45,0.73,1.00,2.86,6.57,0,2
144162,cruise,5.42,53.65,-156.30,0.61,1.00,2.85,6.53,0,2
144214,cruise,5.39,53.64,-156.15,0.56,1.00,2.85,6.50,0,2
144267,cruise,5.37,53.63,-156.00,0.18,1.00,2.83,6.49,0,2
144320,cruise,5.37,53.63,-155.85,0.21,1.00,2.81,6.48,0,2
144372,cruise,5.36,53.62,-155.71,0.13,1.00,2.79,6.47,0,2
144425,cruise,5.36,53.62,-155.56,-0.06,1.00,2.76,6.47,0,2
144479,cruise,5.35,53.62,-155.41,0.18,1.00,2.73,6.46,0,2
144532,cruise,5.34,53.61,-155.27,0.31,1.00,2.72,6.45,0,2
144584,cruise,5.33,53.61,-155.13,0.17,1.00,2.70,6.44,0,2
144638,cruise,5.32,53.60,-154.98,0.32,1.00,2.68,6.43,0,2
144691,cruise,5.30,53.59,-154.84,0.49,1.00,2.66,6.40,0,2
144743,cruise,5.27,53.58,-154.70,0.66,1.00,2.66,6.37,0,2
144797,cruise,5.24,53.57,-154.56,0.70,1.00,2.65,6.34,0,2
144849,cruise,5.21,53.55,-154.42,0.70,1.00,2.65,6.30,0,2
144902,cruise,5.17,53.53,-154.28,0.86,1.00,2.64,6.26,0,2
144955,cruise,5.13,53.51,-154.14,0.80,1.00,2.64,6.22,0,2
145009,cruise,5.09,53.50,-154.00,0.77,1.00,2.64,6.18,0,2
145061,cruise,5.05,53.48,-153.86,0.87,1.00,2.64,6.13,0,2
145114,cruise,5.01,53.46,-153.72,0.78,1.00,2.64,6.09,0,2
145167,cruise,4.98,53.44,-153.58,0.72,1.00,2.64,6.05,0,2
145220,cruise,4.95,53.42,-153.44,0.71,1.00,2.63,6.02,0,2
145272,braking,4.91,53.40,-153.31,0.93,0.49,1.78,5.97,0,2
145324,braking,4.85,53.38,-153.24,1.28,0.00,0.47,5.91,0,2
145376,braking,4.82,53.36,-153.23,0.21,0.00,0.00,5.87,0,2
145428,braking,4.82,53.36,-153.22,-0.40,0.00,0.00,5.88,0,2
145481,braking,4.84,53.37,-153.22,-0.19,0.00,0.00,5.90,0,2
145533,braking,4.85,53.37,-153.21,-0.10,0.00,0.00,5.90,0,2
145586,braking,4.86,53.38,-153.20,-0.35,0.00,0.00,5.91,0,2
145637,braking,4.87,53.38,-153.20,-0.24,0.00,0.00,5.93,0,2
145690,braking,4.88,53.39,-153.19,-0.22,0.00,0.00,5.94,0,2
145742,braking,4.89,53.40,-153.19,-0.20,0.00,0.00,5.95,0,2
145794,braking,4.90,53.40,-153.18,-0.02,0.00,0.00,5.96,0,2
145846,braking,4.89,53.40,-153.18,0.12,0.00,0.00,5.96,0,2
145898,braking,4.88,53.39,-153.17,0.27,0.00,0.00,5.95,0,2
145950,braking,4.87,53.38,-153.16,0.25,0.00,0.00,5.93,0,2
146003,braking,4.86,53.38,-153.16,0.11,0.00,0.00,5.92,0,2
146055,braking,4.86,53.38,-153.15,0.21,0.00,0.00,5.91,0,2
146106,braking,4.84,53.37,-153.15,0.22,0.00,0.00,5.90,0,2
146159,braking,4.84,53.37,-153.14,0.11,0.00,0.00,5.89,0,2
146211,braking,4.84,53.37,-153.14,-0.06,0.00,0.00,5.89,0,2
146263,braking,4.84,53.37,-153.13,-0.18,0.00,0.00,5.90,0,2
146315,braking,4.85,53.37,-153.12,-0.12,0.00,0.00,5.91,0,2
146368,braking,4.86,53.38,-153.12,-0.24,0.00,0.00,5.92,0,2
146420,braking,4.87,53.38,-153.11,-0.16,0.00,0.00,5.93,0,2
146474,braking,4.87,53.39,-153.11,0.03,0.00,0.00,5.93,0,2
146530,braking,4.87,53.38,-153.10,0.09,0.00,0.00,5.93,0,2
146582,braking,4.86,53.38,-153.10,0.31,0.00,0.00,5.92,0,2
146634,braking,4.84,53.37,-153.09,0.41,0.00,0.00,5.90,0,2
146687,braking,4.83,53.36,-153.08,0.08,0.00,0.00,5.89,0,2
146741,braking,4.82,53.36,-153.08,0.22,0.00,0.00,5.88,0,2
146793,braking,4.81,53.36,-153.07,0.08,0.00,0.00,5.87,0,2
146845,braking,4.82,53.36,-153.07,-0.07,0.00,0.00,5.87,0,2
146898,braking,4.82,53.36,-153.06,-0.17,0.00,0.00,5.88,0,2
146952,braking,4.83,53.36,-153.05,-0.12,0.00,0.00,5.88,0,2
147005,braking,4.84,53.37,-153.05,-0.21,0.00,0.00,5.89,0,2
147059,braking,4.84,53.37,-153.04,-0.06,0.00,0.00,5.90,0,2
147112,braking,4.85,53.37,-153.04,-0.06,0.00,0.00,5.90,0,2
147167,braking,4.84,53.37,-153.03,0.22,0.00,0.00,5.90,0,2
147220,braking,4.83,53.36,-153.03,0.33,0.00,0.00,5.88,0,2
147274,braking,4.81,53.36,-153.02,0.23,0.00,0.00,5.87,0,2
147326,braking,4.80,53.35,-153.01,0.18,0.00,0.00,5.86,0,2
147381,braking,4.80,53.35,-153.01,0.14,0.00,0.00,5.85,0,2
147434,braking,4.79,53.35,-153.00,-0.02,0.00,0.00,5.84,0,2
147487,braking,4.80,53.35,-153.00,-0.12,0.00,0.00,5.85,0,2
147541,braking,4.81,53.35,-152.99,-0.19,0.00,0.00,5.86,0,2
147594,braking,4.81,53.36,-152.98,-0.12,0.00,0.00,5.87,0,2
147646,braking,4.82,53.36,-152.98,-0.08,0.00,0.00,5.87,0,2
147698,braking,4.82,53.36,-152.97,-0.12,0.00,0.00,5.88,0,2
147752,braking,4.82,53.36,-152.97,0.06,0.00,0.00,5.88,0,2
147819,braking,4.81,53.36,-152.96,0.21,0.00,0.00,5.87,0,2
147920,braking,4.80,53.35,-152.95,0.17,0.00,0.00,5.85,0,2
147973,braking,4.79,53.34,-152.94,0.10,0.00,0.00,5.84,0,2
148026,braking,4.79,53.34,-152.94,0.04,0.00,0.00,5.84,0,2
148078,braking,4.79,53.34,-152.93,0.03,0.00,0.00,5.84,0,2
148130,braking,4.78,53.34,-152.92,-0.02,0.00,0.00,5.84,0,2
148183,braking,4.79,53.34,-152.92,-0.21,0.00,0.00,5.84,0,2
148235,braking,4.80,53.35,-152.91,-0.26,0.00,0.00,5.86,0,2
