T_ms,lifecycle,substate,x,y,speed,adv_v,turn_v,dist_wp,wps_left,yaw_odo,yaw_mag,yaw_fused,cal_status
42760,running,cruise,52.66,3.52,0.55,1.00,-2.40,46.56,3,81.33,60.40,59.89,done
42819,running,cruise,52.68,3.55,0.82,1.00,-2.35,46.53,3,81.49,60.85,60.35,done
42877,running,cruise,52.70,3.60,0.99,1.00,-2.33,46.48,3,81.63,60.85,60.66,done
42935,running,cruise,52.72,3.63,0.55,1.00,-2.29,46.45,3,81.78,61.45,61.03,done
42993,running,cruise,52.74,3.66,0.67,1.00,-2.26,46.42,3,81.92,61.45,61.30,done
43051,running,cruise,52.76,3.70,0.80,1.00,-2.27,46.38,3,82.06,60.94,61.31,done
43109,running,cruise,52.78,3.74,0.62,1.00,-2.30,46.35,3,82.21,60.94,61.27,done
43167,running,cruise,52.80,3.77,0.73,1.00,-2.29,46.31,3,82.35,61.65,61.46,done
43225,running,cruise,52.82,3.81,0.78,1.00,-2.26,46.27,3,82.49,61.98,61.74,done
43283,running,cruise,52.84,3.85,0.59,1.00,-2.25,46.24,3,82.64,61.98,61.95,done
43341,running,cruise,52.86,3.88,0.88,1.00,-2.24,46.21,3,82.78,62.11,62.10,done
43399,running,cruise,52.89,3.93,0.98,1.00,-2.25,46.16,3,82.92,62.11,62.21,done
43458,running,cruise,52.91,3.97,0.71,1.00,-2.26,46.12,3,83.06,62.10,62.28,done
43515,running,cruise,52.93,4.02,0.95,1.00,-2.27,46.08,3,83.20,62.10,62.31,done
43574,running,cruise,52.96,4.07,1.04,1.00,-2.28,46.03,3,83.34,62.52,62.46,done
43632,running,cruise,52.98,4.12,0.94,1.00,-2.27,45.98,3,83.49,62.80,62.68,done
43690,running,cruise,53.01,4.17,1.04,1.00,-2.27,45.93,3,83.63,62.80,62.84,done
43748,running,cruise,53.04,4.22,1.06,1.00,-2.25,45.88,3,83.77,63.43,63.12,done
43807,running,cruise,53.07,4.29,1.27,1.00,-2.24,45.82,3,83.92,63.43,63.35,done
43864,running,cruise,53.10,4.36,1.54,1.00,-2.23,45.75,3,84.06,63.98,63.65,done
43923,running,cruise,53.15,4.45,1.79,1.00,-2.23,45.66,3,84.20,63.98,63.89,done
43981,running,cruise,53.20,4.54,1.87,1.00,-2.25,45.57,3,84.34,64.14,64.08,done
44039,running,cruise,53.23,4.63,1.41,1.00,-2.30,45.49,3,84.48,63.80,64.11,done
44097,running,cruise,53.27,4.70,1.64,1.00,-2.35,45.41,3,84.63,63.80,64.09,done
44155,running,cruise,53.32,4.79,1.72,1.00,-2.40,45.33,3,84.77,63.83,64.10,done
44213,running,cruise,53.36,4.87,1.33,1.00,-2.45,45.25,3,84.93,63.83,64.11,done
44272,running,cruise,53.39,4.95,1.53,1.00,-2.44,45.18,3,85.08,64.70,64.37,done
44330,running,cruise,53.43,5.03,1.54,1.00,-2.45,45.10,3,85.24,64.70,64.62,done
44389,running,cruise,53.47,5.11,1.39,1.00,-2.22,45.02,3,85.39,64.45,64.69,done
44447,running,cruise,53.50,5.18,1.46,1.00,-2.11,44.95,3,85.53,65.45,65.00,done
44505,running,cruise,53.54,5.27,1.60,1.00,-2.10,44.87,3,85.66,65.45,65.28,done
44564,running,cruise,53.58,5.35,1.67,1.00,-2.15,44.79,3,85.80,64.68,65.22,done
44622,running,cruise,53.62,5.45,1.79,1.00,-2.22,44.70,3,85.93,64.68,65.11,done
44681,running,cruise,53.67,5.54,1.92,1.00,-2.19,44.61,3,86.07,66.31,65.53,done
44739,running,cruise,53.71,5.64,1.75,1.00,-2.17,44.51,3,86.21,66.31,65.95,done
44798,running,cruise,53.76,5.74,1.79,1.00,-2.18,44.42,3,86.35,66.34,66.21,done
44856,running,cruise,53.80,5.83,1.74,1.00,-2.20,44.33,3,86.49,66.34,66.37,done
44914,running,cruise,53.84,5.93,1.88,1.00,-2.23,44.24,3,86.63,66.34,66.46,done
44972,running,cruise,53.88,6.03,1.89,1.00,-2.24,44.14,3,86.77,67.04,66.73,done
45030,running,cruise,53.93,6.14,2.18,1.00,-2.26,44.04,3,86.91,67.04,66.96,done
45089,running,cruise,53.98,6.25,1.83,1.00,-2.31,43.93,3,87.06,66.72,67.00,done
45147,running,cruise,54.02,6.35,2.13,1.00,-2.30,43.84,3,87.20,67.94,67.37,done
45205,running,cruise,54.07,6.47,2.13,1.00,-2.30,43.72,3,87.35,67.94,67.70,done
45264,running,cruise,54.10,6.55,1.25,1.00,-2.33,43.64,3,87.49,67.70,67.84,done
45322,running,cruise,54.13,6.62,1.51,1.00,-2.36,43.57,3,87.64,67.70,67.89,done
45381,running,cruise,54.17,6.72,2.10,1.00,-2.35,43.48,3,87.79,68.84,68.27,done
45439,running,cruise,54.21,6.82,1.52,1.00,-2.34,43.38,3,87.94,68.84,68.61,done
45497,running,cruise,54.24,6.90,1.35,1.00,-2.30,43.31,3,88.09,69.74,69.08,done
45556,running,cruise,54.27,6.98,1.37,1.17,-1.92,43.23,3,88.22,69.01,69.23,done
45614,running,cruise,54.30,7.05,1.22,1.11,-1.95,43.17,3,88.34,69.01,69.24,done
45673,running,cruise,54.32,7.11,1.01,1.07,-1.97,43.11,3,88.47,69.09,69.26,done
45731,running,cruise,54.34,7.16,0.86,1.03,-1.98,43.06,3,88.60,69.09,69.29,done
45790,running,cruise,54.36,7.21,0.93,1.00,-2.02,43.01,3,88.72,68.75,69.20,done
45848,running,cruise,54.37,7.25,0.68,1.00,-2.05,42.97,3,88.85,68.75,69.12,done
45906,running,cruise,54.39,7.29,0.73,1.00,-2.04,42.94,3,88.98,69.54,69.31,done
45964,running,cruise,54.40,7.32,0.51,1.00,-2.03,42.90,3,89.11,69.37,69.44,done
46023,running,cruise,54.41,7.34,0.30,1.00,-2.03,42.88,3,89.24,69.37,69.51,done
46081,running,cruise,54.42,7.36,0.37,1.01,-1.99,42.87,3,89.37,70.08,69.77,done
46140,running,cruise,54.42,7.38,0.38,1.07,-1.97,42.85,3,89.50,70.08,69.99,done
46198,running,cruise,54.43,7.40,0.16,1.17,-1.92,42.83,3,89.62,70.74,70.32,done
46256,running,cruise,54.43,7.40,0.15,1.25,-1.87,42.83,3,89.74,70.74,70.58,done
46315,running,cruise,54.44,7.42,0.46,1.31,-1.85,42.81,3,89.87,70.91,70.79,done
46373,running,cruise,54.45,7.45,0.49,1.29,-1.85,42.79,3,89.98,70.54,70.81,done
46431,running,cruise,54.46,7.48,0.60,1.26,-1.87,42.76,3,90.10,70.54,70.79,done
46489,running,cruise,54.47,7.51,0.57,1.28,-1.86,42.72,3,90.22,70.99,70.92,done
46547,running,cruise,54.48,7.54,0.44,1.29,-1.85,42.70,3,90.34,70.99,71.04,done
46605,running,cruise,54.49,7.56,0.46,1.42,-1.79,42.68,3,90.46,72.15,71.46,done
46663,running,cruise,54.49,7.59,0.49,1.52,-1.74,42.65,3,90.57,72.15,71.82,done
46721,running,cruise,54.50,7.62,0.72,1.60,-1.70,42.62,3,90.68,72.47,72.13,done
46780,running,cruise,54.52,7.66,0.93,1.59,-1.70,42.58,3,90.79,72.00,72.21,done
46838,running,cruise,54.54,7.72,0.99,1.55,-1.72,42.52,3,90.91,72.00,72.21,done
46896,running,cruise,54.55,7.78,1.00,1.60,-1.70,42.47,3,91.02,72.88,72.47,done
46954,running,cruise,54.57,7.83,1.17,1.64,-1.68,42.41,3,91.13,72.88,72.72,done
47012,running,cruise,54.59,7.90,1.35,1.55,-1.73,42.35,3,91.23,72.02,72.61,done
47070,running,cruise,54.62,7.98,1.51,1.46,-1.77,42.27,3,91.35,72.33,72.55,done
47128,running,cruise,54.65,8.06,1.47,1.46,-1.77,42.19,3,91.46,72.90,72.72,done
47186,running,cruise,54.67,8.15,1.69,1.39,-1.81,42.11,3,91.58,72.40,72.73,done
47243,running,cruise,54.70,8.26,2.06,1.28,-1.86,42.01,3,91.69,72.40,72.68,done
47302,running,cruise,54.74,8.37,2.05,1.22,-1.89,41.90,3,91.81,72.89,72.81,done
47366,running,cruise,54.78,8.50,2.29,1.15,-1.93,41.77,3,91.95,72.89,72.94,done
47426,running,cruise,54.82,8.64,2.28,1.15,-1.92,41.64,3,92.07,73.78,73.28,done
47485,running,cruise,54.86,8.76,1.95,1.06,-1.97,41.53,3,92.20,73.02,73.35,done
47544,running,cruise,54.89,8.86,1.79,1.07,-1.65,41.43,3,92.32,73.02,73.31,done
47603,running,cruise,54.92,8.96,1.35,1.31,-1.59,41.34,3,92.44,75.14,73.92,done
47661,running,cruise,54.93,9.02,1.01,1.54,-1.52,41.28,3,92.54,75.14,74.48,done
47719,running,cruise,54.95,9.08,1.15,1.77,-1.54,41.22,3,92.64,74.02,74.48,done
47782,running,cruise,54.97,9.15,1.31,1.84,-1.58,41.15,3,92.74,74.02,74.38,done
47842,running,cruise,54.99,9.23,1.50,1.76,-1.62,41.07,3,92.85,73.98,74.30,done
47901,running,cruise,55.02,9.32,1.51,1.70,-1.65,40.99,3,92.96,74.11,74.30,done
47960,running,cruise,55.04,9.40,1.38,1.64,-1.68,40.91,3,93.07,74.11,74.30,done
48018,running,cruise,55.06,9.48,1.34,1.64,-1.68,40.84,3,93.18,74.59,74.45,done
48078,running,cruise,55.08,9.55,1.10,1.63,-1.68,40.77,3,93.29,74.59,74.59,done
48137,running,cruise,55.10,9.61,0.93,1.65,-1.67,40.72,3,93.40,74.90,74.77,done
48195,running,cruise,55.11,9.66,0.93,1.65,-1.68,40.67,3,93.51,74.78,74.87,done
48254,running,cruise,55.13,9.71,1.02,1.62,-1.69,40.61,3,93.62,74.78,74.91,done
48315,running,cruise,55.14,9.77,0.88,1.72,-1.64,40.56,3,93.73,75.98,75.31,done
48374,running,cruise,55.15,9.81,0.65,1.81,-1.60,40.52,3,93.84,75.98,75.66,done
48432,running,cruise,55.16,9.85,0.77,1.89,-1.56,40.48,3,93.95,76.29,75.96,done
48492,running,cruise,55.17,9.89,0.77,1.79,-1.60,40.44,3,94.05,74.99,75.78,done
48555,running,cruise,55.19,9.94,0.78,1.67,-1.66,40.39,3,94.16,74.99,75.55,done
48614,running,cruise,55.20,9.98,0.52,1.54,-1.73,40.36,3,94.27,74.50,75.26,done
48681,running,cruise,55.20,10.01,0.44,1.44,-1.78,40.33,3,94.39,74.50,75.05,done
48796,running,cruise,55.21,10.03,-0.15,1.56,-1.72,40.31,3,94.62,75.95,75.44,done
48908,running,cruise,55.21,10.03,0.33,1.71,-1.64,40.31,3,94.83,76.11,75.85,done
48986,running,cruise,55.22,10.08,0.80,1.76,-1.62,40.26,3,94.98,76.23,76.10,done
49044,running,cruise,55.23,10.12,0.52,1.90,-1.55,40.23,3,95.09,77.25,76.54,done
49102,running,cruise,55.24,10.14,0.50,1.97,-1.51,40.20,3,95.19,76.88,76.79,done
49160,running,cruise,55.25,10.18,0.75,1.99,-1.51,40.16,3,95.29,76.88,76.90,done
49219,running,cruise,55.26,10.22,0.71,2.01,-1.50,40.12,3,95.39,77.10,77.03,done
49278,running,cruise,55.27,10.26,0.60,2.02,-1.49,40.08,3,95.49,77.10,77.14,done
49336,running,cruise,55.27,10.30,0.61,2.11,-1.45,40.05,3,95.58,77.91,77.44,done
49394,running,cruise,55.28,10.34,0.78,2.18,-1.41,40.01,3,95.68,77.91,77.70,done
49453,running,cruise,55.29,10.38,0.77,2.27,-1.36,39.97,3,95.77,78.51,78.03,done
49511,running,cruise,55.30,10.43,0.84,2.32,-1.34,39.92,3,95.86,78.37,78.25,done
49569,running,cruise,55.31,10.48,1.05,2.33,-1.33,39.87,3,95.95,78.37,78.36,done
49628,running,cruise,55.32,10.54,0.99,2.37,-1.31,39.82,3,96.04,78.83,78.57,done
49686,running,cruise,55.33,10.59,0.85,2.41,-1.30,39.76,3,96.13,78.83,78.74,done
49745,running,cruise,55.35,10.65,1.16,2.36,-1.32,39.71,3,96.21,78.41,78.72,done
49803,running,cruise,55.36,10.73,1.43,2.29,-1.36,39.64,3,96.30,78.41,78.66,done
49862,running,cruise,55.38,10.81,1.36,2.35,-1.33,39.56,3,96.39,79.45,78.95,done
49920,running,cruise,55.39,10.89,1.26,2.56,-1.05,39.48,3,96.47,79.49,79.22,done
49978,running,cruise,55.41,10.96,1.44,2.79,-1.04,39.41,3,96.54,79.49,79.38,done
50037,running,cruise,55.42,11.06,1.93,2.74,-1.13,39.32,3,96.62,77.65,78.93,done
50095,running,cruise,55.45,11.18,2.47,2.52,-1.24,39.20,3,96.70,77.65,78.47,done
50153,running,cruise,55.48,11.33,2.52,2.43,-1.29,39.06,3,96.78,78.37,78.42,done
50211,running,cruise,55.51,11.47,2.40,2.50,-1.25,38.92,3,96.87,79.67,78.86,done
50271,running,cruise,55.54,11.61,2.60,2.56,-1.22,38.79,3,96.95,79.67,79.24,done
50329,running,cruise,55.57,11.77,2.88,2.68,-1.16,38.63,3,97.03,80.86,79.84,done
50387,running,cruise,55.59,11.94,2.73,2.76,-1.12,38.47,3,97.11,80.86,80.31,done
50445,running,cruise,55.62,12.10,3.12,2.65,-1.18,38.32,3,97.19,79.64,80.22,done
50503,running,cruise,55.66,12.30,3.81,2.47,-1.27,38.12,3,97.27,79.64,80.05,done
50561,running,cruise,55.70,12.52,3.78,2.38,-1.31,37.91,3,97.35,80.40,80.18,done
50620,running,cruise,55.73,12.73,3.41,2.35,-1.32,37.71,3,97.44,80.77,80.45,done
50678,running,cruise,55.76,12.91,3.18,2.41,-1.08,37.53,3,97.53,80.77,80.64,done
50736,running,cruise,55.79,13.10,3.07,2.64,-1.05,37.35,3,97.60,81.79,81.06,done
50795,running,cruise,55.82,13.27,2.83,2.88,-1.03,37.19,3,97.68,81.79,81.40,done
50854,running,cruise,55.84,13.43,2.67,2.97,-1.01,37.04,3,97.75,82.16,81.72,done
50912,running,cruise,55.86,13.59,2.88,2.98,-1.01,36.88,3,97.82,82.16,81.95,done
50970,running,cruise,55.89,13.76,3.21,2.83,-1.09,36.71,3,97.89,81.01,81.74,done
51028,running,cruise,55.92,13.95,3.30,2.92,-1.03,36.53,3,97.96,83.73,82.32,done
51086,running,cruise,55.94,14.14,3.38,3.08,-0.96,36.35,3,98.03,83.73,82.94,done
51145,running,cruise,55.96,14.34,3.24,3.16,-0.92,36.16,3,98.10,83.95,83.37,done
51203,running,cruise,55.98,14.51,3.03,3.19,-0.91,35.99,3,98.16,83.95,83.65,done
51261,running,cruise,56.01,14.71,3.82,3.32,-0.84,35.79,3,98.23,85.29,84.22,done
51320,running,cruise,56.03,14.94,3.92,3.45,-0.65,35.57,3,98.29,85.29,84.70,done
51379,running,cruise,56.05,15.16,3.56,3.63,-0.69,35.36,3,98.34,84.16,84.63,done
51437,running,cruise,56.07,15.37,3.87,3.68,-0.66,35.16,3,98.39,85.82,84.98,done
51495,running,cruise,56.09,15.61,4.10,3.74,-0.63,34.93,3,98.44,85.82,85.36,done
51553,running,cruise,56.11,15.84,3.75,3.64,-0.68,34.71,3,98.48,84.64,85.22,done
51611,running,cruise,56.13,16.07,4.38,3.49,-0.76,34.48,3,98.54,84.64,85.03,done
51670,running,cruise,56.15,16.34,4.68,3.41,-0.80,34.21,3,98.59,85.13,85.06,done
51728,running,cruise,56.17,16.60,4.25,3.34,-0.83,33.97,3,98.65,85.13,85.13,done
51787,running,cruise,56.19,16.86,4.64,3.42,-0.79,33.72,3,98.71,86.61,85.62,done
51845,running,cruise,56.21,17.14,4.90,3.61,-0.56,33.44,3,98.76,88.07,86.50,done
51903,running,cruise,56.23,17.42,4.81,3.84,-0.48,33.17,3,98.81,88.07,87.16,done
51961,running,cruise,56.24,17.71,4.81,4.05,-0.48,32.89,3,98.85,87.37,87.35,done
52020,running,cruise,56.25,17.98,4.95,4.00,-0.50,32.62,3,98.89,87.37,87.39,done
52078,running,cruise,56.27,18.29,5.62,4.14,-0.43,32.32,3,98.93,89.15,87.95,done
52136,running,cruise,56.28,18.62,5.26,4.31,-0.35,32.00,3,98.96,89.49,88.56,done
52194,running,cruise,56.28,18.91,5.11,4.32,-0.34,31.72,3,98.99,88.71,88.72,done
52253,running,cruise,56.29,19.24,5.74,4.32,-0.34,31.40,3,99.02,88.85,88.78,done
52312,running,cruise,56.30,19.55,5.17,4.29,-0.36,31.09,3,99.05,88.85,88.83,done
52370,running,cruise,56.30,19.86,5.35,4.23,-0.39,30.79,3,99.09,88.62,88.80,done
52428,running,cruise,56.31,20.17,5.42,4.16,-0.42,30.49,3,99.12,88.62,88.75,done
52486,running,cruise,56.32,20.48,5.21,4.04,-0.48,30.18,3,99.16,88.17,88.59,done
52545,running,cruise,56.32,20.78,4.90,4.11,-0.44,29.90,3,99.20,89.88,88.97,done
52603,running,cruise,56.33,21.05,4.33,4.21,-0.39,29.64,3,99.23,89.88,89.36,done
52661,running,cruise,56.33,21.28,3.67,4.39,-0.30,29.41,3,99.27,91.50,90.08,done
52719,running,cruise,56.33,21.48,3.22,4.58,-0.21,29.22,3,99.29,91.50,90.67,done
52778,running,cruise,56.33,21.69,3.99,4.67,-0.16,29.01,3,99.31,91.42,91.00,done
52836,running,cruise,56.32,21.93,4.32,4.72,-0.14,28.77,3,99.33,91.42,91.18,done
52894,running,cruise,56.32,22.17,3.85,4.51,-0.24,28.53,3,99.35,89.28,90.65,done
52952,running,cruise,56.31,22.40,3.83,4.57,-0.21,28.32,3,99.38,91.81,90.88,done
53011,running,cruise,56.31,22.60,3.26,4.70,-0.15,28.11,3,99.40,91.81,91.27,done
53069,running,cruise,56.31,22.80,3.96,4.81,-0.10,27.92,3,99.42,92.06,91.58,done
53127,running,cruise,56.30,23.05,4.00,4.88,-0.06,27.68,3,99.44,92.06,91.78,done
53185,running,cruise,56.29,23.26,3.42,4.62,-0.19,27.47,3,99.45,91.15,91.63,done
53243,running,cruise,56.29,23.47,4.02,4.55,-0.23,27.26,3,99.48,91.15,91.46,done
53302,running,cruise,56.28,23.71,3.89,4.61,-0.20,27.03,3,99.50,92.28,91.69,done
53360,running,cruise,56.27,23.92,3.11,4.76,-0.12,26.83,3,99.52,93.05,92.18,done
53418,running,cruise,56.27,24.09,2.94,4.88,-0.06,26.66,3,99.54,93.05,92.54,done
53476,running,cruise,56.26,24.27,3.15,4.82,0.09,26.48,3,99.55,95.18,93.40,done
53534,running,cruise,56.24,24.47,3.64,4.54,0.23,26.29,3,99.55,95.18,94.12,done
53600,running,cruise,56.23,24.70,3.34,4.50,0.25,26.05,3,99.55,93.89,94.15,done
53659,running,cruise,56.21,24.88,2.81,4.54,0.23,25.88,3,99.55,93.74,94.00,done
53717,running,cruise,56.20,25.06,3.46,4.56,0.22,25.70,3,99.55,93.74,93.90,done
53776,running,cruise,56.19,25.27,3.74,4.57,0.07,25.49,3,99.54,94.55,94.08,done
53836,running,cruise,56.17,25.49,3.52,4.79,0.11,25.28,3,99.55,94.55,94.27,done
53895,running,cruise,56.15,25.71,3.94,4.69,0.15,25.06,3,99.55,94.96,94.51,done
53953,running,cruise,56.14,25.94,3.77,4.62,0.19,24.83,3,99.56,94.96,94.69,done
54013,running,cruise,56.12,26.18,4.37,4.47,0.26,24.60,3,99.55,95.75,95.04,done
54072,running,cruise,56.09,26.46,5.23,4.13,0.43,24.31,3,99.55,97.48,95.84,done
54135,running,cruise,56.05,26.79,5.28,3.81,0.59,23.98,3,99.53,97.48,96.48,done
54197,running,cruise,56.02,27.11,4.84,3.78,0.61,23.67,3,99.50,95.72,96.33,done
54255,running,cruise,55.99,27.37,4.63,3.95,0.29,23.41,3,99.48,95.72,96.07,done
54315,running,cruise,55.96,27.65,4.58,4.18,0.34,23.13,3,99.48,96.89,96.28,done
54375,running,cruise,55.93,27.92,4.76,4.25,0.37,22.86,3,99.47,96.34,96.35,done
54434,running,cruise,55.89,28.22,5.32,4.21,0.40,22.56,3,99.46,96.34,96.34,done
54493,running,cruise,55.86,28.53,5.28,4.17,0.41,22.25,3,99.45,96.14,96.27,done
54551,running,cruise,55.83,28.83,5.16,4.14,0.43,21.95,3,99.43,96.14,96.21,done
54612,running,cruise,55.79,29.16,5.72,4.00,0.36,21.63,3,99.42,97.55,96.59,done
54670,running,cruise,55.75,29.49,5.38,4.11,0.44,21.30,3,99.41,100.35,97.82,done
54731,running,cruise,55.70,29.81,5.60,3.69,0.66,20.98,3,99.39,100.35,98.82,done
54789,running,cruise,55.65,30.16,6.19,3.52,0.74,20.63,3,99.36,98.92,98.98,done
54848,running,cruise,55.59,30.50,5.64,3.42,0.79,20.29,3,99.33,98.92,98.93,done
54907,running,cruise,55.54,30.83,5.82,3.35,0.83,19.95,3,99.29,98.51,98.77,done
54967,running,cruise,55.49,31.17,5.35,3.47,0.43,19.62,3,99.26,98.51,98.65,done
55026,running,cruise,55.45,31.45,4.70,3.71,0.54,19.33,3,99.24,100.23,99.10,done
55084,running,cruise,55.40,31.74,5.20,3.85,0.58,19.04,3,99.22,98.90,99.13,done
55145,running,cruise,55.35,32.07,5.42,3.80,0.60,18.72,3,99.20,98.90,99.02,done
55204,running,cruise,55.30,32.37,5.21,3.80,0.60,18.41,3,99.18,98.39,98.80,done
55262,running,cruise,55.26,32.66,4.95,3.78,0.61,18.12,3,99.15,98.39,98.62,done
55321,running,cruise,55.21,32.94,4.51,3.92,0.26,17.84,3,99.13,99.53,98.86,done
55379,running,cruise,55.18,33.17,3.81,4.16,0.30,17.61,3,99.13,99.19,99.02,done
55437,running,cruise,55.14,33.40,4.22,4.34,0.33,17.38,3,99.12,99.19,99.08,done
55495,running,cruise,55.10,33.66,4.78,4.08,0.46,17.12,3,99.11,100.98,99.66,done
55554,running,cruise,55.05,33.93,4.75,3.82,0.59,16.84,3,99.09,100.98,100.18,done
55612,running,cruise,55.00,34.20,4.54,3.72,0.64,16.57,3,99.07,100.23,100.25,done
55670,running,cruise,54.95,34.46,4.53,3.67,0.60,16.31,3,99.04,100.23,100.22,done
55729,running,cruise,54.91,34.70,3.75,3.90,0.35,16.07,3,99.03,102.37,100.86,done
55787,running,cruise,54.87,34.91,3.66,4.14,0.38,15.86,3,99.02,100.58,100.92,done
55846,running,cruise,54.83,35.13,3.99,4.25,0.37,15.63,3,99.01,100.58,100.78,done
55904,running,cruise,54.79,35.35,3.72,4.21,0.40,15.41,3,99.00,100.94,100.80,done
55962,running,cruise,54.75,35.56,3.46,4.15,0.42,15.20,3,98.99,100.94,100.84,done
56020,running,cruise,54.71,35.74,3.05,3.91,0.54,15.02,3,98.97,102.56,101.36,done
56078,running,cruise,54.67,35.92,3.19,3.68,0.66,14.84,3,98.95,102.56,101.82,done
56137,running,cruise,54.64,36.10,3.18,3.66,0.46,14.65,3,98.92,101.92,101.91,done
56195,running,cruise,54.60,36.27,2.82,3.89,0.24,14.48,3,98.92,102.03,101.94,done
56254,running,cruise,54.57,36.43,2.71,4.13,0.25,14.32,3,98.92,102.03,101.97,done
56312,running,cruise,54.53,36.58,2.70,4.36,0.29,14.16,3,98.91,102.54,102.15,done
56370,running,cruise,54.50,36.75,3.16,4.33,0.33,13.99,3,98.91,102.54,102.30,done
56428,running,cruise,54.46,36.94,3.24,4.37,0.31,13.80,3,98.90,101.61,102.11,done
56486,running,cruise,54.42,37.10,2.65,4.43,0.29,13.64,3,98.89,101.61,101.90,done
56544,running,cruise,54.39,37.25,2.65,4.58,0.21,13.49,3,98.89,100.52,101.45,done
56602,running,cruise,54.36,37.41,2.87,4.33,0.33,13.32,3,98.89,103.70,102.04,done
56660,running,cruise,54.32,37.58,3.09,4.04,0.48,13.15,3,98.88,103.70,102.70,done
56719,running,cruise,54.28,37.74,2.53,4.27,-0.07,12.98,3,98.88,100.94,102.27,done
56778,running,cruise,54.26,37.87,2.23,4.51,-0.16,12.85,3,98.89,100.94,101.75,done
56836,running,cruise,54.23,38.02,2.80,4.66,-0.17,12.70,3,98.91,101.94,101.74,done
56894,running,cruise,54.19,38.19,3.02,4.68,-0.16,12.53,3,98.94,101.94,101.84,done
56952,running,cruise,54.15,38.36,3.14,4.84,0.05,12.36,3,98.95,105.48,102.96,done
57062,running,cruise,54.08,38.68,3.07,4.81,0.10,12.03,3,98.97,102.83,103.18,done
57174,running,cruise,54.00,39.02,3.42,4.53,0.01,11.68,3,98.98,104.34,103.50,done
57269,running,cruise,53.90,39.42,4.18,4.62,-0.19,11.28,3,99.01,105.47,104.21,done
57328,running,cruise,53.85,39.62,3.08,4.84,-0.07,11.07,3,99.03,105.98,104.88,done
57386,running,cruise,53.80,39.79,2.92,4.98,0.01,10.90,3,99.05,105.98,105.33,done
57444,running,cruise,53.75,39.98,3.85,4.94,0.03,10.70,3,99.06,105.47,105.44,done
57502,running,cruise,53.69,40.20,3.97,4.92,0.04,10.47,3,99.07,105.47,105.46,done
57561,running,cruise,53.63,40.41,3.74,4.41,-0.45,10.25,3,99.08,105.47,105.47,done
57619,running,cruise,53.56,40.66,4.83,4.13,-0.44,10.00,3,99.12,106.18,105.71,done
57677,running,cruise,53.49,40.92,4.33,4.15,-0.42,9.73,3,99.15,106.18,105.93,done
57736,running,cruise,53.42,41.14,3.86,4.05,-0.48,9.50,3,99.19,105.26,105.78,done
57795,running,cruise,53.36,41.38,4.37,3.92,-0.54,9.25,3,99.23,105.26,105.60,done
57853,running,cruise,53.29,41.63,4.47,3.38,-0.99,8.99,3,99.28,106.62,105.91,done
57914,running,cruise,53.21,41.89,4.31,3.02,-0.99,8.73,3,99.35,106.62,106.25,done
57974,running,cruise,53.15,42.11,3.57,2.92,-1.04,8.49,3,99.43,106.05,106.28,done
58032,running,cruise,53.09,42.32,3.79,2.98,-1.01,8.28,3,99.50,107.61,106.71,done
58091,running,cruise,53.02,42.53,3.67,3.04,-0.98,8.06,3,99.57,107.61,107.12,done
58149,running,cruise,52.97,42.71,3.11,2.37,-1.42,7.87,3,99.65,108.73,107.72,done
58208,running,cruise,52.90,42.90,3.52,2.22,-1.39,7.67,3,99.74,108.73,108.19,done
58266,running,cruise,52.85,43.08,2.82,2.11,-1.45,7.49,3,99.83,107.89,108.22,done
58326,running,cruise,52.80,43.22,2.37,2.22,-1.34,7.34,3,99.93,110.78,109.03,done
58384,running,cruise,52.75,43.35,2.53,2.46,-1.24,7.20,3,100.02,110.78,109.80,done
58442,running,cruise,52.70,43.49,2.65,2.17,-1.42,7.05,3,100.10,107.05,109.13,done
58501,running,cruise,52.64,43.66,3.36,1.65,-1.75,6.87,3,100.20,107.05,108.37,done
58559,running,cruise,52.58,43.85,3.19,1.00,-2.10,6.67,3,100.33,110.19,108.89,done
58618,running,cruise,52.54,43.98,1.67,1.00,-2.06,6.53,3,100.46,110.19,109.51,done
58676,running,cruise,52.51,44.04,0.90,1.00,-2.03,6.47,3,100.60,110.05,109.84,done
58735,running,cruise,52.49,44.10,1.36,1.12,-1.93,6.40,3,100.72,111.79,110.55,done
58794,running,cruise,52.46,44.17,1.02,1.30,-1.85,6.33,3,100.85,111.79,111.14,done
58852,running,cruise,52.45,44.21,0.57,1.18,-1.91,6.29,3,100.97,109.87,110.91,done
58911,running,cruise,52.44,44.25,0.82,1.02,-1.99,6.25,3,101.09,109.87,110.59,done
58969,running,cruise,52.42,44.29,0.48,1.10,-1.95,6.20,3,101.22,111.53,110.90,done
59028,running,cruise,52.42,44.29,-0.07,1.30,-1.82,6.20,3,101.34,112.71,111.60,done
59087,running,cruise,52.42,44.29,-0.00,1.53,-1.72,6.20,3,101.46,112.71,112.13,done
59145,running,cruise,52.42,44.30,0.30,1.76,-1.59,6.19,3,101.57,113.96,112.83,done
59204,running,cruise,52.41,44.32,0.33,1.99,-1.50,6.17,3,101.67,113.96,113.36,done
59262,running,cruise,52.40,44.34,0.50,1.89,-1.56,6.15,3,101.77,112.08,113.11,done
59322,running,cruise,52.39,44.37,0.80,1.73,-1.63,6.11,3,101.88,112.08,112.78,done
