T_ms,lifecycle,substate,x,y,theta_deg,speed,adv_v,turn_v,dist_wp,counter,wps_left,yaw_gyro,yaw_mag,cal_status
4,running,cruise,0.00,0.00,0.00,0.21,0.02,-0.08,50.00,0,4,123.60,0.00,done
81,running,cruise,0.02,0.00,0.04,0.09,0.35,-0.67,49.98,0,4,0.03,0.45,done
159,running,cruise,0.01,-0.00,0.09,-0.06,0.66,-0.66,49.99,0,4,0.08,0.45,done
236,running,cruise,0.02,0.00,0.14,0.27,0.97,-0.65,49.98,0,4,0.13,0.67,done
313,running,cruise,0.04,0.00,0.21,0.24,1.27,-0.64,49.96,0,4,0.18,1.58,done
391,running,cruise,0.05,0.00,0.24,0.04,1.59,-0.63,49.95,0,4,0.23,1.02,done
469,running,cruise,0.05,0.00,0.29,-0.03,1.90,-0.63,49.95,0,4,0.27,1.02,done
546,running,cruise,0.06,0.00,0.35,0.14,2.20,-0.62,49.94,0,4,0.32,2.03,done
624,running,cruise,0.08,0.00,0.40,0.37,2.52,-0.61,49.92,0,4,0.37,2.10,done
700,running,cruise,0.11,0.00,0.46,0.37,2.82,-0.60,49.89,0,4,0.41,2.71,done
777,running,cruise,0.13,0.00,0.50,0.41,3.13,-0.60,49.87,0,4,0.45,2.71,done
856,running,cruise,0.17,0.00,0.52,0.50,3.44,-0.60,49.83,0,4,0.50,1.38,done
933,running,cruise,0.21,0.00,0.55,0.40,3.76,-0.60,49.79,0,4,0.54,0.89,done
1010,running,cruise,0.24,0.00,0.59,0.56,3.81,-0.60,49.76,0,4,0.59,0.82,done
1089,running,cruise,0.29,0.00,0.63,0.82,3.81,-0.60,49.71,0,4,0.63,0.64,done
1166,running,cruise,0.36,0.00,0.68,0.82,3.81,-0.60,49.64,0,4,0.68,0.64,done
1242,running,cruise,0.42,0.00,0.73,0.88,3.81,-0.60,49.58,0,4,0.72,0.97,done
1332,running,cruise,0.51,0.00,0.77,1.15,3.80,-0.60,49.49,0,4,0.77,0.61,done
1431,running,cruise,0.64,0.01,0.83,1.39,3.78,-0.61,49.36,0,4,0.83,0.62,done
1508,running,cruise,0.75,0.01,0.86,1.48,3.76,-0.62,49.25,0,4,0.88,-0.07,done
1586,running,cruise,0.87,0.01,0.90,1.66,3.74,-0.63,49.13,0,4,0.92,-0.07,done
1663,running,cruise,0.99,0.01,0.98,1.50,3.81,-0.59,49.01,0,4,0.97,1.49,done
1740,running,cruise,1.11,0.01,1.01,1.72,3.80,-0.60,48.89,0,4,1.01,1.01,done
1817,running,cruise,1.27,0.02,1.06,2.34,3.77,-0.61,48.73,0,4,1.06,1.05,done
1894,running,cruise,1.45,0.02,1.09,2.17,3.74,-0.63,48.55,0,4,1.10,0.63,done
1971,running,cruise,1.63,0.02,1.14,2.57,3.71,-0.65,48.37,0,4,1.15,0.63,done
2049,running,cruise,1.84,0.03,1.20,2.99,3.66,-0.67,48.16,0,4,1.20,1.27,done
2127,running,cruise,2.08,0.03,1.25,3.14,3.61,-0.70,47.92,0,4,1.25,1.27,done
2203,running,cruise,2.31,0.04,1.29,2.89,3.55,-0.73,47.69,0,4,1.30,0.85,done
2281,running,cruise,2.54,0.04,1.35,2.97,3.49,-0.76,47.46,0,4,1.36,0.85,done
2358,running,cruise,2.78,0.05,1.39,3.33,3.41,-0.79,47.22,0,4,1.41,0.27,done
2436,running,cruise,3.04,0.06,1.43,3.20,3.54,-0.73,46.96,0,4,1.47,-0.72,done
2514,running,cruise,3.29,0.06,1.50,3.16,3.49,-0.76,46.71,0,4,1.52,0.53,done
2591,running,cruise,3.53,0.07,1.56,3.00,3.43,-0.79,46.47,0,4,1.58,0.53,done
2668,running,cruise,3.75,0.08,1.63,2.81,3.38,-0.81,46.25,0,4,1.64,1.37,done
2746,running,cruise,3.98,0.08,1.68,2.99,3.31,-0.85,46.02,0,4,1.70,0.48,done
2823,running,cruise,4.20,0.09,1.72,2.70,3.24,-0.88,45.80,0,4,1.76,-0.31,done
2899,running,cruise,4.40,0.09,1.79,2.55,3.18,-0.91,45.60,0,4,1.83,-0.31,done
2978,running,cruise,4.59,0.10,1.86,2.40,3.12,-0.94,45.41,0,4,1.90,-0.04,done
3055,running,cruise,4.78,0.11,1.93,2.53,3.09,-0.81,45.22,0,4,1.97,-0.26,done
3132,running,cruise,4.97,0.11,1.98,2.17,3.33,-0.83,45.03,0,4,2.03,-0.52,done
3210,running,cruise,5.13,0.12,2.05,2.09,3.30,-0.85,44.87,0,4,2.09,-0.32,done
3286,running,cruise,5.30,0.12,2.11,2.42,3.26,-0.87,44.70,0,4,2.16,-0.32,done
3364,running,cruise,5.49,0.13,2.19,2.45,3.21,-0.89,44.51,0,4,2.22,0.83,done
3442,running,cruise,5.69,0.14,2.24,2.54,3.15,-0.92,44.31,0,4,2.29,-0.25,done
3519,running,cruise,5.89,0.15,2.31,2.84,3.09,-0.96,44.11,0,4,2.36,-0.28,done
3597,running,cruise,6.13,0.16,2.38,3.10,3.01,-0.99,43.87,0,4,2.43,-0.28,done
3674,running,cruise,6.37,0.17,2.45,3.33,2.92,-1.04,43.63,0,4,2.51,-0.55,done
3753,running,cruise,6.64,0.18,2.53,3.40,2.82,-1.09,43.36,0,4,2.59,-0.25,done
3839,running,cruise,6.91,0.19,2.61,3.03,3.05,-0.92,43.09,0,4,2.67,-0.32,done
3917,running,cruise,7.15,0.20,2.68,2.94,3.10,-0.95,42.86,0,4,2.74,-0.32,done
3994,running,cruise,7.38,0.21,2.73,3.03,3.03,-0.99,42.62,0,4,2.81,-1.08,done
4077,running,cruise,7.61,0.22,2.81,2.55,2.95,-1.02,42.39,0,4,2.89,-0.98,done
4158,running,cruise,7.81,0.23,2.88,2.45,2.88,-1.06,42.19,0,4,2.97,-1.67,done
4238,running,cruise,8.02,0.25,2.97,2.67,2.81,-1.09,41.98,0,4,3.05,-1.17,done
4317,running,cruise,8.20,0.25,3.05,1.87,2.75,-1.12,41.80,0,4,3.13,-1.17,done
4397,running,cruise,8.35,0.26,3.15,2.01,2.71,-1.14,41.65,0,4,3.22,-0.41,done
4475,running,cruise,8.53,0.27,3.21,2.64,2.63,-1.19,41.47,0,4,3.31,-1.78,done
4553,running,cruise,8.72,0.28,3.30,2.12,2.67,-0.94,41.28,0,4,3.40,-1.59,done
4632,running,cruise,8.86,0.29,3.37,1.64,2.98,-0.96,41.14,0,4,3.47,-1.47,done
4709,running,cruise,9.01,0.30,3.44,2.06,3.05,-0.97,41.00,0,4,3.54,-1.47,done
4789,running,cruise,9.18,0.31,3.49,2.14,3.00,-1.00,40.82,0,4,3.61,-2.58,done
4867,running,cruise,9.32,0.32,3.59,1.58,2.97,-1.01,40.68,0,4,3.69,-1.42,done
4948,running,cruise,9.45,0.33,3.65,1.89,2.93,-1.03,40.55,0,4,3.77,-2.35,done
5026,running,cruise,9.60,0.34,3.72,1.80,2.89,-1.05,40.40,0,4,3.85,-2.35,done
5104,running,cruise,9.74,0.35,3.82,1.72,2.86,-1.07,40.26,0,4,3.93,-1.50,done
5181,running,cruise,9.87,0.36,3.87,1.79,2.82,-1.09,40.13,0,4,4.01,-2.81,done
5258,running,cruise,10.02,0.37,3.98,2.23,2.78,-1.11,39.98,0,4,4.09,-1.27,done
5336,running,cruise,10.21,0.38,4.08,2.32,2.72,-1.14,39.80,0,4,4.17,-0.54,done
5413,running,cruise,10.36,0.39,4.16,1.72,2.67,-1.17,39.64,0,4,4.26,-0.54,done
5491,running,cruise,10.48,0.40,4.23,1.58,2.62,-1.19,39.52,0,4,4.34,-1.52,done
5568,running,cruise,10.62,0.41,4.34,2.13,2.59,-1.21,39.38,0,4,4.43,-0.16,done
5645,running,cruise,10.79,0.42,4.40,2.13,2.84,-0.92,39.21,0,4,4.51,-1.04,done
5722,running,cruise,10.95,0.43,4.46,1.94,3.12,-0.94,39.05,0,4,4.58,-1.04,done
5800,running,cruise,11.11,0.45,4.54,2.32,3.08,-0.96,38.89,0,4,4.65,-0.89,done
5877,running,cruise,11.29,0.46,4.59,2.40,3.02,-0.99,38.71,0,4,4.72,-1.75,done
5955,running,cruise,11.50,0.48,4.68,2.84,2.96,-1.02,38.50,0,4,4.79,-1.02,done
6032,running,cruise,11.71,0.50,4.75,2.52,2.90,-1.05,38.30,0,4,4.87,-1.02,done
6109,running,cruise,11.90,0.51,4.84,2.67,2.83,-1.08,38.10,0,4,4.95,-0.57,done
6187,running,cruise,12.12,0.53,4.94,2.93,2.76,-1.12,37.88,0,4,5.03,0.29,done
6264,running,cruise,12.34,0.55,5.02,2.68,2.67,-1.16,37.67,0,4,5.12,0.57,done
6341,running,cruise,12.54,0.57,5.11,2.63,2.59,-1.20,37.47,0,4,5.20,0.57,done
6419,running,cruise,12.75,0.59,5.16,2.73,2.76,-0.90,37.25,0,4,5.28,-0.96,done
6496,running,cruise,12.94,0.60,5.25,2.21,3.07,-0.92,37.07,0,4,5.35,0.15,done
6574,running,cruise,13.12,0.62,5.32,2.58,3.11,-0.94,36.89,0,4,5.42,0.35,done
6652,running,cruise,13.33,0.64,5.39,2.79,3.05,-0.98,36.67,0,4,5.49,0.35,done
6729,running,cruise,13.55,0.66,5.45,2.70,2.98,-1.01,36.46,0,4,5.56,-0.16,done
6806,running,cruise,13.75,0.68,5.48,2.67,2.89,-1.05,36.25,0,4,5.64,-2.24,done
6883,running,cruise,13.96,0.70,5.59,2.62,2.83,-1.08,36.05,0,4,5.72,-0.92,done
6961,running,cruise,14.17,0.72,5.66,2.92,2.75,-1.13,35.83,0,4,5.80,-1.43,done
7038,running,cruise,14.40,0.74,5.74,2.95,2.65,-1.18,35.60,0,4,5.89,-1.43,done
7116,running,cruise,14.62,0.77,5.81,2.66,2.66,-0.85,35.39,0,4,5.98,-2.25,done
7193,running,cruise,14.81,0.79,5.91,2.39,2.97,-0.87,35.20,0,4,6.04,-0.25,done
7270,running,cruise,14.99,0.80,5.95,2.28,3.21,-0.90,35.02,0,4,6.10,-1.76,done
7348,running,cruise,15.19,0.83,6.01,2.91,3.15,-0.92,34.82,0,4,6.17,-1.76,done
7426,running,cruise,15.43,0.85,6.08,3.21,3.08,-0.96,34.58,0,4,6.24,-1.83,done
7503,running,cruise,15.69,0.88,6.19,3.45,3.01,-1.00,34.33,0,4,6.31,0.25,done
7580,running,cruise,15.96,0.91,6.25,3.69,2.89,-1.05,34.05,0,4,6.39,-0.65,done
7658,running,cruise,16.25,0.94,6.33,3.59,2.78,-1.11,33.77,0,4,6.47,-0.65,done
7735,running,cruise,16.52,0.97,6.40,3.65,2.69,-0.99,33.49,0,4,6.55,-1.14,done
7812,running,cruise,16.80,1.00,6.47,3.58,3.00,-0.82,33.21,0,4,6.62,-0.67,done
7890,running,cruise,17.08,1.03,6.51,3.65,3.26,-0.87,32.94,0,4,6.68,-1.71,done
7968,running,cruise,17.36,1.07,6.58,3.83,3.18,-0.91,32.66,0,4,6.75,-1.71,done
8045,running,cruise,17.70,1.11,6.65,4.74,3.06,-0.97,32.32,0,4,6.82,-1.56,done
8122,running,cruise,18.04,1.15,6.73,4.05,2.93,-1.03,31.98,0,4,6.89,-1.07,done
8200,running,cruise,18.31,1.18,6.77,3.34,2.81,-1.10,31.71,0,4,6.97,-2.70,done
8277,running,cruise,18.58,1.21,6.87,3.76,2.94,-0.74,31.44,0,4,7.04,-1.44,done
8354,running,cruise,18.83,1.24,6.93,2.70,3.25,-0.77,31.19,0,4,7.10,-1.44,done
